166,50166
167,50167
170,59836
171,59835
173,59582
174,50174
176,50176
177,50177
178,50178
179,50179
180,50180
181,50181
182,50182
184,50184
10611,59837
10617,59843
10816,59581
3428,50185
188,50188
859,50852
3429,50187
169,50169
186,50186
778,50771
779,50772
780,50773
781,50774
782,50775
783,50776
784,50777
785,50778
786,50779
787,50780
788,50781
789,50782
790,50783
791,50784
792,58954
793,50786
794,50787
795,50788
796,50789
797,50790
798,50791
799,50792
800,50793
801,50794
802,50795
803,50796
804,50797
805,50798
806,50799
807,50800
808,50801
9067,58510
809,50802
11424,61478
838,50831
840,50833
841,50834
842,50835
844,58955
845,50838
847,50840
848,50841
849,50842
850,50843
851,50844
852,50845
853,50846
855,50848
856,50849
857,50850
8622,58145
839,50832
10619,58613
414,50410
276,50273
348,50344
349,50345
350,50346
351,50347
353,50349
354,50350
355,59298
356,50352
357,50353
358,50354
393,50389
394,50390
395,50391
396,50392
397,50393
398,50394
399,50395
400,50396
401,50397
403,50399
404,50400
405,50401
407,50403
229,50227
435,50431
436,50432
437,50433
439,50435
440,50436
441,50437
442,50438
443,50439
444,50440
445,50441
446,50442
447,50443
448,50444
11426,58593
11429,50220
11523,61293
11525,60993
11527,50034
11533,50222
11532,58144
11616,58313
429,50425
430,50426
431,50427
402,50398
12070,61933
433,50429
271,50268
273,50270
274,50271
275,50272
8013,57938
9366,51006
1013,51004
11535,61519
11930,51007
762,50755
11403,54826
202,56125
645,50639
745,50738
4876,54824
204,50203
205,50204
206,50205
207,50206
208,50207
209,50208
210,50209
211,50210
212,50211
213,50212
214,50213
215,50214
217,50216
218,50217
4879,50218
763,50756
765,50758
766,50759
768,50761
769,50762
770,50763
771,50764
772,50765
774,50767
776,50769
777,50770
8394,50757
9551,58133
8052,
8053,
8054,
8580,
8578,
8746,
8747,
8748,
8749,
8750,
8751,
8752,
8753,
8754,
9510,
10375,
8039,
8040,
8041,
8042,
8043,
8044,
8045,
8046,
8047,
8048,
8049,
8050,
8051,
4883,54831
4881,58321
4884,54832
4882,54830
11542,61522
96,50096
8577,
8579,
8063,
8064,
8065,
8066,
8067,
8068,
8069,
8070,
8071,
8072,
8073,
8074,
8075,
8076,
8077,
8078,
8755,
8756,
8757,
8758,
8759,
8760,
8761,
8762,
8763,
9511,
10374,
52,50052
53,50053
613,50607
25,50025
189,50189
26,50026
48,50048
49,50049
50,50050
51,50051
11481,50624
11482,50625
11483,50626
11484,50627
11485,50628
193,59040
11648,50623
635,50629
636,50630
637,50631
638,50632
639,50633
614,50608
615,50609
616,50610
11477,50611
11478,50612
11479,50613
11480,50614
11666,50615
938,50930
11649,50616
11650,58138
190,50190
640,50634
641,50635
642,50636
643,50637
644,50638
74,50074
11,50011
10070,59420
10618,58255
742,50735
743,50736
360,50356
363,50359
364,50360
365,50361
366,50362
367,50363
368,50364
369,50365
370,50366
371,50367
372,50368
373,50369
374,50370
375,50371
376,50372
377,50373
744,50737
646,50640
359,50355
361,50357
725,50718
695,50688
722,50715
723,50716
724,50717
726,50719
727,50720
728,50721
729,50722
730,50723
731,50724
732,50725
733,50726
734,50727
735,50728
736,50729
315,50312
316,50313
317,50314
675,50668
676,50669
677,50670
678,50671
679,50672
680,50673
681,50674
682,50675
683,50676
684,50677
685,50678
686,50679
687,50680
688,50681
690,50683
691,50684
692,50685
693,50686
694,50687
8838,58290
301,50298
302,50299
303,50300
304,50301
305,50302
306,50303
307,50304
308,50305
309,50306
310,50307
311,50308
312,50309
313,50310
314,50311
11529,61518
3816,53777
3057,53025
3885,53845
3891,53851
3905,53865
3840,53801
3841,53802
3842,53803
3862,53823
3863,53824
3864,53825
3865,58167
3866,53827
3867,53828
3861,53822
3868,53829
3058,53026
9394,58799
9395,58797
3059,53027
3869,53830
3886,53846
3887,53847
9396,53848
3889,53849
3890,53850
3056,53024
3053,53021
3856,53817
3857,53818
3858,53819
3859,53820
3860,53821
3483,53445
3848,53809
3849,61246
3850,53811
3851,53812
3852,53813
3853,53814
3854,53815
3855,53816
3847,53808
3395,53358
3068,53036
3069,53037
12021,61749
3061,53029
12059,61953
12074,53496
2496,52472
8978,52431
2338,52316
2451,52427
2452,52428
9186,58412
2498,52474
2499,52475
2500,52476
2501,52477
2502,52478
3661,53622
3662,53623
2325,52303
1443,51431
3663,53624
11711,61648
8988,58411
9182,58743
2344,52322
2342,52320
2343,52321
2345,52323
2346,52324
2347,52325
2348,52326
2349,52327
2350,52328
9190,58461
11539,61251
11712,61656
11846,61676
3656,53617
3619,53580
2355,52332
2354,52331
9194,58742
9193,58741
9197,58747
9199,58744
9506,58986
9507,58985
9192,58740
11538,61250
11714,61649
11845,61675
12087,61504
11710,61657
11363,61419
2358,52335
2359,52336
9948,59848
9181,59008
11719,61655
12086,61938
7259,57188
7070,57002
7092,57024
7087,57019
7088,57020
7150,57082
7151,57083
7173,57104
7174,57105
7175,57106
7176,57107
7177,57108
7201,57131
7066,56998
7067,56999
7068,57000
7069,57001
8943,58556
8944,58557
8945,58558
8946,58559
8949,58562
8951,58563
8948,58561
9031,58717
7200,57130
2323,52301
2324,52302
2512,52488
2513,52489
2514,52490
2515,52491
2516,52492
9440,58748
11204,52487
11911,61736
7071,57003
7072,57004
7217,57146
7218,57147
7219,57148
7221,57150
7222,57151
7412,57339
7414,57341
7415,57342
7416,57343
5355,61548
5356,55303
5357,55304
7089,57021
7090,57022
7091,57023
7096,57028
7093,57025
8953,58565
8954,58566
8955,58567
8956,58568
8957,58569
8975,58513
7413,57340
8959,58518
5358,55305
7223,57152
8952,58564
7094,57026
9555,59190
10412,58570
7260,57189
7261,57190
7263,57192
7265,57194
7266,57195
7267,57196
7268,57197
7269,57198
7270,57199
7272,57201
7273,57202
7274,57203
7275,57204
7276,57205
7277,57206
7278,57207
7279,57208
7280,57209
7281,57210
7282,57211
7283,57212
7284,57213
7285,57214
7286,57215
7288,57217
7289,57218
7290,57219
7291,57220
7292,57221
7293,57222
7294,57223
7295,57224
7347,57275
7271,57200
8995,58335
9438,58490
10128,59487
10606,59853
11801,61719
12038,61929
7296,57225
7297,57226
7298,57227
7299,57228
7300,57229
7301,57230
7302,57231
7303,57232
7304,57233
7305,57234
7306,57235
7307,57236
7308,57237
7309,58311
7310,57239
7311,57240
7312,57241
7313,57242
7314,57243
7315,57244
7316,57245
7317,57246
7318,57247
7319,57248
7320,57249
7322,57251
7323,57252
7324,57253
7325,57254
7326,57255
7328,57257
7321,57250
9042,58336
9597,59141
10129,59488
10605,59854
10625,59811
5352,55299
12039,61928
7192,57122
7196,57126
7198,57128
7199,57129
7086,57018
8936,58549
8937,58550
7195,57125
7178,57109
7179,57110
7073,57005
7074,57006
9011,58646
5360,55307
5361,55308
9013,58644
9014,58645
9024,58338
9026,57123
9025,57124
9030,58716
9435,58733
5362,55309
7197,57127
7171,57102
7172,57103
7186,57116
7187,57117
7188,57118
7189,57119
7152,57084
7153,57085
7154,57086
7155,57087
8929,58541
7156,57088
7063,56995
7065,56997
7078,57010
7079,57011
7148,57080
7149,57081
7169,57100
7170,57101
8921,58542
7064,56996
10489,59986
10490,59987
10491,59988
10666,57012
3822,53783
10748,60864
7157,57089
11094,61222
7450,57377
6733,56670
7444,57371
7445,57372
7446,57373
7447,57374
7448,57375
7449,57376
11115,61229
11151,61223
11144,61225
11152,61227
11149,61232
7525,57452
7489,58597
7490,57417
7491,57418
7492,57419
7501,57428
7502,57429
6730,56667
11116,61230
11147,61233
11146,61228
11154,61226
11138,61224
11206,61285
7562,57489
11510,61479
831,50824
832,50825
834,50827
835,50828
836,50829
837,50830
11521,50822
9103,58647
827,50820
828,50821
830,50823
1460,51448
718,50711
9653,59222
9654,59221
9656,59213
9657,59217
9658,59152
9662,59199
9661,59156
9663,59201
9665,60422
10549,59304
10550,59710
10888,61061
11439,59907
11514,61247
7964,57889
9635,59208
7702,57629
7701,57628
7700,57627
7861,57787
7862,57788
7863,59423
7864,57790
7865,57791
7712,57639
9678,59174
9679,59176
9680,59180
9681,59182
9682,59184
9683,59185
10891,61058
11034,59206
11028,59158
9671,59161
9673,59163
9674,59165
9675,59167
11029,59159
10608,59841
7844,57770
8352,57771
7846,57772
7847,57773
7848,57774
7849,57775
7850,57776
7854,57780
7851,57777
7852,57778
10345,59778
10347,59777
10885,61064
11085,59776
11245,61295
7709,57636
7963,57888
7962,57887
893,50886
895,50888
897,50890
898,50891
899,50892
900,50893
901,50894
902,50895
904,50897
905,50898
906,50899
907,50900
908,50901
9080,58240
10620,58614
10651,60726
10652,60727
10655,60728
896,50889
2119,52100
10980,50321
11423,50324
11588,52102
11596,50878
12101,60006
318,50315
320,60725
322,50319
323,50320
325,50322
326,50323
328,50325
330,50326
331,50327
332,50328
333,59440
879,50872
880,50873
881,50874
884,59726
886,50879
887,50880
890,50883
891,50884
892,50885
909,50902
910,50903
911,50904
912,50905
915,50907
916,50908
917,50909
918,50910
689,50682
919,50911
920,50912
11589,52094
922,50914
923,50915
924,50916
925,50917
926,50918
927,50919
888,50881
928,50920
929,50921
932,50924
933,50925
934,50926
467,50463
468,50464
469,50465
470,50466
545,50540
9136,58135
8277,58044
10631,50922
11087,58269
563,50558
564,50559
565,50560
566,50561
567,50562
568,50563
569,50564
570,50565
571,50566
572,50567
573,50568
2111,58621
9522,50557
5972,55916
5973,55917
5974,55918
5180,55128
5908,55853
12064,61961
11664,61597
5975,55919
5816,55761
5817,55762
11490,61494
11488,61495
11491,61496
11489,61288
11764,61677
935,50927
8916,58491
5183,55131
5976,55920
9742,59228
5978,55922
5980,55924
5981,55925
5982,55926
5983,59772
11487,61497
11493,61491
11494,61492
11492,61493
5813,55758
5814,55759
5815,55760
5275,55223
12063,61962
5181,55129
5542,55488
6122,56064
6113,56055
6114,56056
6115,56057
6116,56058
6117,56059
6118,56060
6119,56061
6121,56063
6052,55994
6124,56066
6125,56067
6126,56068
6128,56070
6129,56071
6130,56072
6131,59099
6132,56074
6133,56075
5531,55477
5042,54990
6469,56408
6470,56409
8489,58237
5533,55479
5534,55480
5535,55481
5536,55482
5537,55483
5538,55484
6468,58164
6051,55993
6471,56410
5532,55478
6120,56062
10787,60973
5541,55487
6197,56138
11561,61535
6168,56110
6169,56111
6170,56112
6173,56115
6139,56081
5437,55384
5438,55385
5439,55386
5440,55387
5441,55388
5442,55389
5444,55391
5446,55393
5447,55394
5448,55395
4928,54876
8282,58047
9083,58274
6194,59933
10445,59087
11270,61321
11545,56113
6172,56114
6146,56088
6147,59566
6148,56090
6149,56091
6150,56092
6151,56093
6152,56094
6153,56095
6154,56096
6155,56097
6156,56098
6157,56099
6158,56100
6159,56101
6160,56102
6161,56103
6162,56104
6163,56105
6164,56106
6165,56107
6166,56108
6167,56109
11920,61793
11925,61791
5436,55383
10564,58084
11805,61709
12065,61960
8573,58079
11799,61717
12066,61959
7076,57008
7077,57009
7095,57027
7097,57029
7098,57030
7099,57031
5377,55324
5378,55325
5379,55326
7100,57032
7101,57033
7102,57034
7103,57035
7104,57036
7105,57037
7108,57040
7109,57041
7110,57042
9591,59144
10880,61035
8299,58056
7116,57048
7117,57049
7119,57051
7120,57052
7121,57053
7122,57054
7123,57055
9464,58949
9593,58521
11230,61211
11414,61446
11618,61561
11808,61712
11816,61723
11880,61781
9020,58591
7451,57378
7452,57379
7453,57380
7455,57382
7456,57383
7457,57384
7458,57385
7459,57386
7460,57387
7461,57388
7462,57389
7464,57391
7465,57392
7466,57393
7467,57394
5243,55191
7468,57395
5217,55165
6738,56674
9549,59122
10085,58648
7438,57365
10383,57381
7463,57390
7432,57359
7433,57360
7434,57361
7435,57362
7436,57363
7437,57364
7441,57368
7442,57369
7443,57370
10554,59983
8961,58520
8922,58517
7417,57344
10739,60866
7420,57347
5350,55297
7421,57348
5351,55298
9057,58508
11332,59086
10643,57140
5404,55351
6479,56418
6480,56419
5408,55355
5287,55235
6478,58628
7236,57165
6456,56395
7380,57307
7381,57308
7382,57309
7383,57310
7384,57311
7385,57312
7386,57313
7387,57314
7388,57315
7389,57316
7390,57317
7391,57318
7392,57319
7242,57171
7243,57172
7244,57173
7245,57174
7246,57175
7247,57176
10662,60743
6104,56046
6028,55971
6029,55972
6106,56048
6107,56049
6108,56050
6109,56051
6110,56052
6111,56053
6112,56054
5954,55898
6481,56420
5041,54989
9021,55390
9023,58333
9022,55973
9545,56044
6198,56139
6199,56140
6200,61427
6201,56142
6354,56294
6355,56295
6356,56296
11771,61578
11931,61789
8854,56116
5445,55392
6094,56036
6095,56037
6096,56038
6097,56039
6099,56041
6100,56042
6103,56045
10895,58953
767,50760
334,50330
946,50938
947,50939
948,50940
949,50941
1244,51234
1245,51235
1246,51236
1247,51237
1248,51238
1249,51239
1250,51240
1251,51241
1252,51242
1253,51243
972,50963
976,50967
977,50968
980,50971
704,50697
705,50698
706,50699
707,50700
709,50702
8537,50970
973,58092
974,58093
8913,58402
9094,58302
939,50931
940,50932
941,50933
942,50934
943,50935
944,50936
945,50937
1254,51244
1255,51245
1256,51246
1258,51248
1259,51249
1260,51250
1261,51251
1262,51252
1264,51254
1265,51255
1266,51256
11587,61554
9086,58285
657,50651
11871,61800
8055,
8056,
8057,
8058,
9135,50865
860,50853
547,50542
548,50543
550,50545
551,50546
552,50547
554,58588
555,50550
556,50551
557,50552
558,50553
559,50554
560,50555
861,50854
1017,51008
862,50855
863,50856
864,50857
865,50858
866,50859
867,50860
868,50861
869,50862
870,50863
871,50864
873,50866
874,50867
9124,58136
549,50544
4887,54835
561,50556
10431,59930
1018,59042
952,50944
953,50945
954,50946
956,50948
957,50949
958,50950
959,50951
960,50952
955,50947
961,50953
962,50954
329,50871
11793,61701
951,50943
963,50955
277,50274
278,50275
279,50276
280,50277
281,50278
282,50279
283,50280
284,50281
285,50282
286,50283
78,50078
79,50079
411,50407
544,50539
576,50571
577,50572
578,50573
579,50574
580,50575
581,50576
582,58023
583,50577
10400,59831
503,50499
965,50956
966,50957
968,50959
969,50960
970,50961
737,50730
738,50731
9104,58652
740,50733
967,50958
504,50500
505,50501
506,50502
507,50503
508,50504
509,50505
510,50506
511,50507
185,53391
10799,50475
10803,50469
10805,50471
10806,50476
10809,50477
10810,50478
10853,60996
10857,50992
10861,50994
10863,50996
1004,50995
11097,50480
11216,61252
11217,61253
11227,50483
11251,61337
11349,50999
11348,51003
11352,61027
486,50482
11260,61040
11103,50467
483,50479
485,50481
1006,50997
2717,52692
2692,52667
10221,59721
2703,52678
2704,58962
2705,52680
2706,52681
2707,52682
2708,52683
2709,52684
2710,52685
2711,52686
2712,52687
2713,52688
2714,52689
2715,52690
2716,52691
2670,52645
2626,52601
2627,52602
2631,52606
10333,59744
10336,59741
10335,59739
10371,59783
10384,59687
10405,59784
2222,52201
10479,59884
10484,59814
11581,61420
11680,61573
12029,61669
12030,61670
12099,61968
12095,61970
12093,61972
12091,61974
12089,61976
12098,61422
12100,61967
2524,52500
2718,52693
2719,52694
2720,52695
2721,52696
2722,52697
418,50414
419,50415
420,50416
422,50418
423,50419
426,50422
428,50424
627,50621
991,50982
992,50983
994,50985
995,50986
996,50987
997,50988
9087,58286
10802,50421
10804,50423
10872,50990
11101,61149
11203,50420
11211,50417
11221,50412
11252,61338
11350,50981
11258,61254
417,50413
2723,52698
2724,52699
2725,52700
2726,52701
2727,52702
2728,52703
2221,52200
2730,52705
2732,52707
2731,52706
2733,52708
2657,52632
10339,59742
10340,59745
10342,59743
10349,59254
10390,52704
10483,59885
10769,59300
10771,59299
11102,59740
11582,61421
12088,61977
12090,61975
12092,61973
12094,61971
12097,61969
12096,61423
11193,61258
11876,61804
1402,51390
1404,51392
1405,51393
1406,51394
1407,51395
1408,51396
1416,51404
1418,51406
1419,51407
1420,51408
1421,51409
1422,51410
1423,51411
1424,51412
1425,51413
1426,51414
1427,51415
1428,51416
1429,51417
1430,51418
1431,51419
1432,51420
1433,51421
1434,51422
1435,51423
1046,51037
1047,51038
1048,51039
1049,51040
1050,51041
1051,51042
1052,51043
1053,51044
1054,51045
1055,51046
1057,51048
1058,51049
1059,51050
1060,51051
1061,51052
1062,51053
1063,51054
1064,51055
8907,58401
8903,58493
1023,51014
1024,51015
1025,51016
1026,51017
1027,51018
1028,51019
1029,51020
1030,51021
1031,51022
1032,51023
1033,51024
1035,51026
1036,51027
1037,51028
1038,51029
1039,51030
1041,51032
1042,58723
1043,51034
1044,51035
1045,51036
9097,58312
1095,51086
12078,61544
12079,61964
1091,51082
1070,51061
1081,51072
1082,51073
1083,51074
1065,51056
1084,51075
1085,51076
1086,51077
1087,51078
1088,51079
1089,51080
1090,51081
1092,51083
1093,51084
1094,51085
1096,51087
1097,51088
1098,51089
1099,51090
1100,51091
1101,51092
1102,51093
1103,51094
1104,51095
1105,51096
1106,51097
1107,51098
1108,51099
1109,51100
1110,51101
1111,51102
1112,51103
1113,51104
1115,51106
1116,51107
1117,51108
1118,51109
1119,51110
1120,51111
1121,51112
1122,51113
1066,51057
1067,51058
1068,51059
1071,51062
8059,
8060,
8061,
8062,
337,50333
339,50335
340,50336
341,50337
342,50338
343,50339
345,50341
346,50342
813,50806
814,50807
815,50808
816,50809
817,50810
818,50811
819,50812
820,50813
821,50814
822,50815
823,50816
80,50080
81,50081
11119,61073
415,50411
82,50082
628,50622
826,50819
347,50343
812,50805
335,50331
336,50332
753,50746
754,50747
755,50748
756,50749
757,50750
758,50751
759,50752
760,50753
761,50754
455,50451
456,50452
457,50453
458,50454
459,50455
460,50456
461,50457
462,50458
463,50459
464,50460
465,50461
747,50740
489,50485
1129,51120
746,50739
12026,61810
454,50450
748,50741
749,50742
750,50743
751,50744
752,50745
10944,58727
1483,51471
1484,51472
8643,51474
1487,51475
1488,51476
9105,51477
9307,58893
11643,51473
703,50696
1173,51164
1174,51165
1175,51166
1176,51167
1177,51168
1178,51169
1179,51170
1180,51171
1181,51172
1182,51173
1183,51174
1185,51176
1186,51177
1193,51184
1194,51185
1195,51186
1196,51187
701,50694
702,50695
1198,51189
1199,51190
1201,51192
1202,51193
1203,51194
1204,51195
1206,51197
1207,51198
1208,51199
1157,51148
1158,51149
1159,51150
1160,51151
1161,51152
1162,51153
1163,51154
1164,51155
1165,51156
1166,51157
1167,51158
1168,51159
1169,51160
1170,51161
1171,51162
9486,58728
8983,58008
1382,51370
1383,51371
9063,58529
9147,51139
981,50972
9487,58722
1385,51373
11220,51372
77,50077
410,50406
667,50660
76,50076
21,50021
524,50520
1143,51134
1144,51135
1145,51136
1146,51137
1147,51138
1149,51140
1150,51141
1151,51142
1152,51143
1153,51144
1154,51145
666,50659
668,50661
1080,51071
1156,51147
1187,51178
1226,51217
1228,51219
1229,51220
1230,51221
1231,58327
1235,51226
1236,51227
1237,51228
1238,51229
1240,51231
1241,51232
1242,51233
8569,58087
8637,51225
1211,51202
1212,51203
1213,51204
1214,51205
1215,51206
1216,51207
1217,51208
1218,51209
1219,51210
1220,51211
1221,51212
659,50652
660,50653
661,50654
662,50655
663,50656
664,50657
665,50658
1222,51213
1224,51215
1225,51216
10170,59267
9502,50090
198,50198
195,50195
10755,51600
160,50160
11632,50156
11760,61580
9911,59274
392,50388
8563,58249
647,50641
386,50382
811,50804
255,50253
655,50649
1130,51121
1133,51124
650,50644
381,50377
1493,51483
1896,51882
1897,51883
10559,59489
1139,51130
136,59305
11499,51480
1491,51479
1659,51647
8381,58230
7013,56946
10209,59704
8415,58233
6607,56546
10706,59731
11256,61325
1337,51326
1335,51324
2523,52499
1996,51979
2101,52084
2102,52085
6526,56465
7014,56947
7017,56950
1336,51325
2000,51983
2004,51987
9987,59317
6665,56603
6666,56604
6739,56675
6740,56676
6741,56677
6742,56678
6743,56679
6744,56680
6745,56681
6746,56682
6747,56683
6748,56684
6749,56685
6750,56686
6751,56687
6752,56688
8280,58045
8484,58152
8326,56602
8324,58069
2092,52075
11608,61477
6661,56600
6709,56647
10778,60974
6658,56597
8485,56598
1283,51272
1284,51273
1285,51274
1289,51278
1290,51279
1291,51280
1292,51281
1293,51282
1294,51283
1295,51284
1296,51285
1297,51286
1298,51287
1299,51288
1300,51289
1301,51290
1302,51291
1303,51292
1304,60709
1307,51296
1308,51297
1309,51298
1310,51299
1311,51300
1312,51301
1313,51302
1314,51303
1315,51304
1316,51305
1317,51306
1318,51307
1319,51308
1320,51309
1321,51310
1322,51311
1324,51313
1325,51314
1326,51315
1327,51316
1329,51318
378,50374
379,50375
1328,51317
10807,60681
11304,56558
1269,51259
1270,51260
1271,51261
1272,51262
1273,51263
1274,51264
1275,51265
1276,51266
1277,51267
1278,51268
1279,51269
1280,51270
1281,51271
1348,51337
1349,51338
1350,51339
1351,51340
1352,51341
1353,51342
1354,51343
1355,51344
1356,51345
1357,51346
1358,51347
1359,51348
1360,51349
1361,51350
1362,51351
1363,51352
1367,51356
1368,51357
1369,51358
1370,51359
1371,51360
1372,51361
1373,51362
1374,51363
1375,51364
1377,51366
1378,51367
113,50113
118,50118
119,50119
120,50120
121,50121
122,50122
123,50123
124,50124
125,50125
126,50126
127,50127
129,50129
130,50130
131,50131
296,50293
298,50295
299,50296
300,50297
297,50294
128,50128
1338,51327
1339,51328
1340,51329
1341,51330
1342,51331
1343,51332
1344,51333
1345,51334
1346,51335
1347,51336
132,50132
1364,51353
1365,51354
1366,58280
1334,51323
1330,51319
1331,51320
1332,51321
1508,51496
1509,51497
1510,51498
1511,51499
1512,51500
1513,51501
1514,51502
1515,51503
1516,51504
1517,51505
1518,51506
1519,51507
1520,51508
1521,51509
1522,51510
1523,51511
1524,51512
1525,51513
1526,51514
1528,51516
1529,51517
1530,51518
1531,51519
1532,51520
1533,51521
1534,51522
1535,51523
1536,51524
1537,51525
1538,51526
1539,51527
1540,51528
1541,51529
697,50690
698,50691
1542,51530
1543,51531
1544,51532
1545,51533
1546,51534
1547,51535
1548,51536
1549,51537
1552,58605
1553,51541
1555,51543
1470,51458
8910,58496
10958,51484
11192,61259
1554,51542
11877,61805
9914,59271
1497,51485
1498,51486
1499,51487
1500,51488
1501,51489
1502,51490
1503,51491
1504,51492
1505,51493
1506,51494
1507,51495
1569,51557
1570,51558
1571,51559
672,50665
673,50666
1572,51560
1573,51561
1574,51562
1575,51563
1576,51564
1577,51565
1578,51566
1580,51568
1581,51569
1582,51570
1583,51571
1584,51572
1585,51573
1586,51574
1587,51575
1588,51576
1590,51578
1591,51579
1592,51580
1593,51581
1594,51582
1595,51583
1596,51584
1597,51585
1598,51586
1599,51587
1600,51588
1601,51589
1602,51590
1603,51591
1604,51592
1605,51593
1606,51594
1607,51595
1608,51596
1609,51597
1610,51598
1613,59715
1614,58606
1589,51577
10959,61043
1557,51545
1558,51546
1559,51547
1560,51548
1563,51551
1564,51552
1565,51553
1566,51554
1567,51555
1568,51556
1724,51710
1726,51712
1727,51713
1728,51714
1731,51717
1735,51721
1685,51671
1715,51701
1716,51702
1714,51700
10813,51703
10815,51704
1725,51711
11092,51715
11093,51716
11095,58129
11179,51718
11184,51719
11180,51720
1709,51695
1710,51696
1711,51697
1712,51698
1713,51699
1719,51705
1720,51706
1721,51707
1623,51611
1624,51612
1625,51613
1626,51614
1627,51615
1628,51616
1629,51617
1630,51618
1631,51619
1632,51620
1633,51621
1634,51622
1635,51623
1636,51624
1637,51625
1638,51626
1639,51627
1640,51628
1641,51629
1642,51630
1643,51631
1644,51632
1645,51633
1646,51634
1647,51635
1648,51636
1650,51638
1651,51639
9085,58281
1615,51603
1069,51060
1616,51604
1617,51605
1618,51606
1619,51607
1620,51608
1621,51609
1622,51610
1652,51640
1653,51641
1654,51642
1655,51643
1656,51644
1657,51645
1658,51646
1660,51648
1661,51649
1662,51650
1663,51651
1664,51652
1665,51653
1666,51654
1667,51655
1668,51656
1670,51658
1671,51659
1672,51660
1673,51661
1674,51662
1675,51663
1676,58284
1677,51664
1678,51665
1679,51666
1680,51667
1681,51668
1682,51669
1683,51670
1689,51675
1690,51676
1691,51677
1692,51678
1693,51679
1694,51680
1695,51681
1696,51682
1697,51683
1698,51684
1699,51685
1700,51686
1704,51690
1705,51691
1706,51692
1707,51693
1708,51694
8860,58130
1701,51687
1702,51688
1703,51689
11183,51672
11181,51673
11182,51674
11011,61114
11019,61121
11020,61118
11021,61124
11023,61128
11040,61122
11041,61129
11042,61131
11043,61127
11044,61130
11047,61119
11057,61117
11058,61115
11061,61134
11067,61125
11099,61120
11048,61111
11015,61112
11050,61113
11022,61116
11623,61110
11762,61616
10968,61132
10966,61126
699,50692
700,50693
11832,61740
11833,61742
1736,51722
