route_id,trip_id
23880,6316558
23880,6316642
23880,6316604
23880,6316587
23880,6316588
23880,6316589
23880,6316590
23880,6316639
23880,6316610
23880,6316683
23880,6316611
23880,6316684
23880,6316572
23880,6316685
23880,6316561
23880,6316686
23880,6316562
23880,6316687
23880,6316603
23880,6316673
23880,6316688
23880,6316583
23880,6316689
23880,6316584
23880,6316690
23880,6316691
23880,6316585
23880,6316650
23880,6316692
23880,6316586
23880,6316693
23880,6316557
23880,6316694
23880,6316699
23880,6316600
23880,6316695
23880,6316700
23880,6316666
23880,6316696
23880,6316697
23880,6316555
23880,6316556
23880,6316698
23880,6316854
23880,6316855
23880,6316763
23880,6316856
23880,6316803
23880,6316857
23880,6316767
23880,6316823
23880,6316858
23880,6316766
23880,6316825
23880,6316859
23880,6316792
23880,6316724
23880,6316726
23880,6316832
23880,6316860
23880,6316816
23880,6316777
23880,6316861
23880,6316829
23880,6316821
23880,6316863
23880,6316822
23880,6316862
23880,6316754
23880,6316730
23880,6316744
23880,6316797
23880,6316710
23880,6316785
23880,6316786
23880,6316787
23880,6316788
23880,6316824
23880,6316753
23880,6316756
23880,6316776
23880,6316810
23880,6316811
23880,6316812
23880,6316782
23880,6316706
23880,6316774
23880,6316815
23880,6316718
23880,6316705
23880,6316817
23880,6316818
23880,6316709
23880,6316819
23880,6316736
23880,6316711
23880,6316757
23880,6316750
23880,6316751
23880,6316752
23880,6316755
23880,6316808
23880,6316745
23880,6316714
23880,6316715
23880,6316748
23880,6316813
23880,6316779
23880,6316746
23880,6316747
23880,6316713
23880,6316712
23880,6316728
23880,6316781
23880,6316740
23880,6316804
23880,6316805
23880,6316760
23880,6316864
23880,6316775
23880,6316778
23880,6316780
23880,6316865
23880,6316800
23880,6316703
23880,6316828
23880,6316820
23880,6316741
23880,6316742
23880,6316743
23880,6316737
23880,6316833
23880,6316834
23880,6316725
23880,6316704
23880,6316789
23880,6316790
23880,6316791
23880,6316826
23880,6316827
23880,6316733
23880,6316796
23880,6316723
23880,6316765
23880,6316716
23880,6316749
23880,6316717
23880,6316795
23880,6316768
23880,6316735
23880,6316799
23880,6316802
23880,6316809
23880,6316770
23880,6316852
23880,6316707
23880,6316853
23880,6316814
23880,6316708
23880,6316794
23880,6316720
23880,6316721
23880,6316722
23880,6316866
23880,6316734
23880,6316867
23880,6316798
23880,6316731
23880,6316783
23880,6316784
23880,6316732
23880,6316793
23880,6316719
23880,6316830
23880,6316831
23880,6316835
23880,6316801
23880,6316836
23880,6316729
23880,6316837
23880,6316758
23880,6316838
23880,6316759
23880,6316839
23880,6316727
23880,6316840
23880,6316764
23880,6316841
23880,6316762
23880,6316842
23880,6316738
23880,6316843
23880,6316806
23880,6316844
23880,6316772
23880,6316845
23880,6316773
23880,6316846
23880,6316807
23880,6316847
23880,6316769
23880,6316848
23880,6316771
23880,6316849
23880,6316739
23880,6316850
23880,6316851
23880,6316761
23881,6317534
23881,6317535
23881,6317573
23881,6317536
23881,6317537
23881,6317543
23881,6317555
23881,6317518
23881,6317517
23881,6317519
23881,6317561
23881,6317522
23881,6317523
23881,6317524
23881,6317525
23881,6317506
23881,6317562
23881,6317521
23881,6317569
23881,6317570
23881,6317571
23881,6317572
23881,6317502
23881,6317503
23881,6317504
23881,6317505
23881,6317550
23881,6317516
23881,6317542
23881,6317530
23881,6317531
23881,6317532
23881,6317527
23881,6317529
23881,6317533
23881,6317528
23881,6317558
23881,6317509
23881,6317512
23881,6317511
23881,6317552
23881,6317526
23881,6317510
23881,6317546
23881,6317513
23881,6317567
23881,6317568
23881,6317520
23881,6317557
23881,6317566
23881,6317545
23881,6317547
23881,6317548
23881,6317549
23881,6317556
23881,6317554
23881,6317563
23881,6317564
23881,6317553
23881,6317538
23881,6317541
23881,6317574
23881,6317575
23881,6317560
23881,6317508
23881,6317576
23881,6317544
23881,6317577
23881,6317539
23881,6317578
23881,6317540
23881,6317579
23881,6317559
23881,6317580
23881,6317514
23881,6317581
23881,6317515
23881,6317582
23881,6317551
23881,6317583
23881,6317565
23881,6317584
23881,6317507
23881,6317585
23881,6317626
23881,6317640
23881,6317597
23881,6317609
23881,6317601
23881,6317602
23881,6317659
23881,6317594
23881,6317625
23881,6317630
23881,6317631
23881,6317632
23881,6317617
23881,6317618
23881,6317619
23881,6317645
23881,6317634
23881,6317635
23881,6317600
23881,6317613
23881,6317614
23881,6317607
23881,6317652
23881,6317593
23881,6317589
23881,6317590
23881,6317591
23881,6317660
23881,6317611
23881,6317624
23881,6317588
23881,6317587
23881,6317636
23881,6317637
23881,6317638
23881,6317598
23881,6317596
23881,6317595
23881,6317615
23881,6317616
23881,6317608
23881,6317653
23881,6317654
23881,6317655
23881,6317657
23881,6317658
23881,6317606
23881,6317621
23881,6317610
23881,6317622
23881,6317586
23881,6317623
23881,6317604
23881,6317603
23881,6317649
23881,6317650
23881,6317651
23881,6317642
23881,6317620
23881,6317599
23881,6317633
23881,6317661
23881,6317644
23881,6317662
23881,6317663
23881,6317641
23881,6317592
23881,6317664
23881,6317629
23881,6317665
23881,6317666
23881,6317646
23881,6317647
23881,6317667
23881,6317648
23881,6317668
23881,6317612
23881,6317639
23881,6317669
23881,6317656
23881,6317670
23881,6317627
23881,6317671
23881,6317628
23881,6317672
23881,6317643
23881,6317673
23881,6317605
23882,6400611
23882,6400554
23882,6400555
23882,6400619
23882,6400556
23882,6400645
23882,6400576
23882,6400575
23882,6400590
23882,6400621
23882,6400591
23882,6400574
23882,6400592
23882,6400622
23882,6400609
23882,6400593
23882,6400594
23882,6400623
23882,6400511
23882,6400595
23882,6400596
23882,6400597
23882,6400598
23882,6400599
23882,6400512
23882,6400600
23882,6400587
23882,6400603
23882,6400615
23882,6400588
23882,6400644
23882,6400589
23882,6400513
23882,6400604
23882,6400605
23882,6400514
23882,6400610
23882,6400606
23882,6400607
23882,6400608
23882,6400626
23882,6400627
23882,6400578
23882,6400620
23882,6400585
23882,6400612
23882,6400586
23882,6400631
23882,6400632
23882,6400633
23882,6400572
23882,6400529
23882,6400515
23882,6400542
23882,6400613
23882,6400640
23882,6400641
23882,6400642
23882,6400614
23882,6400643
23882,6400634
23882,6400616
23882,6400635
23882,6400628
23882,6400601
23882,6400602
23882,6400617
23882,6400540
23882,6400524
23882,6400525
23882,6400530
23882,6400531
23882,6400544
23882,6400526
23882,6400646
23882,6400532
23882,6400527
23882,6400528
23882,6400558
23882,6400583
23882,6400548
23882,6400647
23882,6400533
23882,6400549
23882,6400550
23882,6400561
23882,6400516
23882,6400517
23882,6400518
23882,6400519
23882,6400520
23882,6400521
23882,6400534
23882,6400522
23882,6400636
23882,6400629
23882,6400630
23882,6400523
23882,6400573
23882,6400557
23882,6400535
23882,6400562
23882,6400559
23882,6400560
23882,6400639
23882,6400547
23882,6400536
23882,6400582
23882,6400537
23882,6400618
23882,6400551
23882,6400563
23882,6400538
23882,6400564
23882,6400565
23882,6400566
23882,6400567
23882,6400624
23882,6400568
23882,6400569
23882,6400625
23882,6400570
23882,6400571
23882,6400539
23882,6400637
23882,6400638
23882,6400541
23882,6400545
23882,6400546
23882,6400581
23882,6400543
23882,6400579
23882,6400580
23882,6400553
23882,6400577
23882,6400584
23882,6400552
23882,6400648
23882,6400735
23882,6400757
23882,6400759
23882,6400665
23882,6400781
23882,6400685
23882,6400686
23882,6400687
23882,6400689
23882,6400688
23882,6400702
23882,6400666
23882,6400780
23882,6400767
23882,6400649
23882,6400650
23882,6400745
23882,6400746
23882,6400651
23882,6400783
23882,6400706
23882,6400774
23882,6400736
23882,6400737
23882,6400652
23882,6400657
23882,6400764
23882,6400765
23882,6400766
23882,6400653
23882,6400720
23882,6400739
23882,6400744
23882,6400743
23882,6400654
23882,6400741
23882,6400728
23882,6400729
23882,6400730
23882,6400659
23882,6400731
23882,6400709
23882,6400732
23882,6400711
23882,6400710
23882,6400751
23882,6400677
23882,6400660
23882,6400758
23882,6400678
23882,6400752
23882,6400716
23882,6400717
23882,6400679
23882,6400726
23882,6400690
23882,6400661
23882,6400703
23882,6400755
23882,6400704
23882,6400705
23882,6400787
23882,6400680
23882,6400681
23882,6400662
23882,6400664
23882,6400754
23882,6400715
23882,6400656
23882,6400725
23882,6400740
23882,6400682
23882,6400727
23882,6400691
23882,6400692
23882,6400693
23882,6400694
23882,6400695
23882,6400696
23882,6400707
23882,6400773
23882,6400713
23882,6400721
23882,6400714
23882,6400770
23882,6400672
23882,6400738
23882,6400655
23882,6400684
23882,6400669
23882,6400675
23882,6400700
23882,6400712
23882,6400670
23882,6400676
23882,6400722
23882,6400733
23882,6400734
23882,6400667
23882,6400779
23882,6400663
23882,6400756
23882,6400723
23882,6400674
23882,6400782
23882,6400760
23882,6400785
23882,6400747
23882,6400724
23882,6400748
23882,6400775
23882,6400749
23882,6400671
23882,6400708
23882,6400753
23882,6400761
23882,6400786
23882,6400762
23882,6400750
23882,6400778
23882,6400763
23882,6400701
23882,6400697
23882,6400698
23882,6400776
23882,6400719
23882,6400699
23882,6400658
23882,6400718
23882,6400768
23882,6400769
23882,6400668
23882,6400742
23882,6400777
23882,6400784
23882,6400673
23882,6400683
23882,6400771
23882,6400772
23883,6402315
23883,6402314
23883,6402424
23883,6402357
23883,6402390
23883,6402474
23883,6402349
23883,6402350
23883,6402421
23883,6402422
23883,6402423
23883,6402329
23883,6402348
23883,6402364
23883,6402411
23883,6402347
23883,6402372
23883,6402431
23883,6402367
23883,6402368
23883,6402369
23883,6402370
23883,6402371
23883,6402437
23883,6402335
23883,6402468
23883,6402333
23883,6402355
23883,6402326
23883,6402432
23883,6402444
23883,6402457
23883,6402459
23883,6402336
23883,6402351
23883,6402406
23883,6402460
23883,6402407
23883,6402408
23883,6402461
23883,6402382
23883,6402453
23883,6402445
23883,6402454
23883,6402365
23883,6402366
23883,6402327
23883,6402467
23883,6402308
23883,6402380
23883,6402409
23883,6402337
23883,6402338
23883,6402436
23883,6402451
23883,6402450
23883,6402325
23883,6402356
23883,6402388
23883,6402439
23883,6402440
23883,6402441
23883,6402442
23883,6402443
23883,6402463
23883,6402452
23883,6402483
23883,6402464
23883,6402465
23883,6402466
23883,6402481
23883,6402469
23883,6402319
23883,6402344
23883,6402345
23883,6402410
23883,6402346
23883,6402430
23883,6402362
23883,6402400
23883,6402313
23883,6402428
23883,6402475
23883,6402324
23883,6402418
23883,6402484
23883,6402321
23883,6402320
23883,6402420
23883,6402363
23883,6402322
23883,6402384
23883,6402383
23883,6402462
23883,6402385
23883,6402480
23883,6402412
23883,6402317
23883,6402361
23883,6402358
23883,6402359
23883,6402360
23883,6402373
23883,6402405
23883,6402455
23883,6402456
23883,6402438
23883,6402470
23883,6402471
23883,6402446
23883,6402435
23883,6402399
23883,6402378
23883,6402476
23883,6402479
23883,6402316
23883,6402416
23883,6402328
23883,6402433
23883,6402434
23883,6402334
23883,6402391
23883,6402429
23883,6402354
23883,6402323
23883,6402402
23883,6402403
23883,6402386
23883,6402309
23883,6402310
23883,6402311
23883,6402330
23883,6402305
23883,6402482
23883,6402343
23883,6402318
23883,6402342
23883,6402389
23883,6402404
23883,6402472
23883,6402447
23883,6402448
23883,6402449
23883,6402353
23883,6402477
23883,6402415
23883,6402478
23883,6402417
23883,6402306
23883,6402307
23883,6402393
23883,6402374
23883,6402375
23883,6402312
23883,6402331
23883,6402332
23883,6402339
23883,6402341
23883,6402376
23883,6402377
23883,6402396
23883,6402340
23883,6402304
23883,6402401
23883,6402427
23883,6402413
23883,6402414
23883,6402419
23883,6402458
23883,6402379
23883,6402392
23883,6402381
23883,6402352
23883,6402387
23883,6402394
23883,6402395
23883,6402397
23883,6402398
23883,6402426
23883,6402425
23883,6402473
23883,6402574
23883,6402556
23883,6402528
23883,6402558
23883,6402648
23883,6402649
23883,6402557
23883,6402612
23883,6402654
23883,6402614
23883,6402667
23883,6402668
23883,6402486
23883,6402626
23883,6402627
23883,6402625
23883,6402628
23883,6402545
23883,6402665
23883,6402507
23883,6402575
23883,6402640
23883,6402608
23883,6402630
23883,6402506
23883,6402521
23883,6402636
23883,6402637
23883,6402607
23883,6402526
23883,6402599
23883,6402499
23883,6402501
23883,6402661
23883,6402662
23883,6402577
23883,6402522
23883,6402663
23883,6402559
23883,6402576
23883,6402664
23883,6402578
23883,6402527
23883,6402645
23883,6402646
23883,6402565
23883,6402513
23883,6402632
23883,6402658
23883,6402552
23883,6402508
23883,6402547
23883,6402546
23883,6402549
23883,6402514
23883,6402600
23883,6402534
23883,6402647
23883,6402502
23883,6402605
23883,6402606
23883,6402611
23883,6402485
23883,6402533
23883,6402618
23883,6402551
23883,6402553
23883,6402623
23883,6402532
23883,6402622
23883,6402509
23883,6402588
23883,6402634
23883,6402601
23883,6402602
23883,6402603
23883,6402604
23883,6402563
23883,6402564
23883,6402643
23883,6402572
23883,6402610
23883,6402489
23883,6402584
23883,6402590
23883,6402591
23883,6402585
23883,6402586
23883,6402517
23883,6402587
23883,6402569
23883,6402652
23883,6402669
23883,6402518
23883,6402567
23883,6402503
23883,6402504
23883,6402505
23883,6402571
23883,6402616
23883,6402624
23883,6402560
23883,6402561
23883,6402666
23883,6402642
23883,6402542
23883,6402543
23883,6402570
23883,6402660
23883,6402510
23883,6402516
23883,6402530
23883,6402531
23883,6402544
23883,6402511
23883,6402523
23883,6402655
23883,6402656
23883,6402635
23883,6402580
23883,6402582
23883,6402583
23883,6402581
23883,6402540
23883,6402529
23883,6402638
23883,6402589
23883,6402579
23883,6402562
23883,6402493
23883,6402497
23883,6402496
23883,6402617
23883,6402568
23883,6402498
23883,6402598
23883,6402641
23883,6402653
23883,6402573
23883,6402490
23883,6402594
23883,6402596
23883,6402595
23883,6402673
23883,6402494
23883,6402597
23883,6402524
23883,6402670
23883,6402541
23883,6402671
23883,6402644
23883,6402672
23883,6402633
23883,6402631
23883,6402639
23883,6402609
23883,6402520
23883,6402615
23883,6402619
23883,6402620
23883,6402519
23883,6402535
23883,6402536
23883,6402537
23883,6402538
23883,6402539
23883,6402500
23883,6402650
23883,6402548
23883,6402613
23883,6402651
23883,6402566
23883,6402495
23883,6402525
